anda	-an-da
logam	lo-gam
logaritma	lo-ga-rit-ma
logaritmik	lo-ga-rit-mik
logat	lo-gat
logawiah	lo-ga-wi-ah
logika	lo-gi-ka
logis	lo-gis
logistik	lo-gis-tik
logo	lo-go
logofili	lo-go-fi-li
logofilia	lo-go-fi-li-a
logofobia	lo-go-fo-bi-a
logogram	lo-go-gram
logok	lo-gok
logopedia	lo-go-pe-di-a
logosentris	lo-go-sen-tris
logosentrisme	lo-go-sen-tris-me
logoterapi	lo-go-te-ra-pi
logotip	lo-go-tip
logotipe	lo-go-ti-pe
loha	lo-ha
lohan	lo-han
lohidu	lo-hi-du
lohok	lo-hok
lohor	lo-hor
loji	lo-ji
loka	lo-ka
lokacipta	lo-ka-cip-ta
lokakarya	lo-ka-kar-ya
lokal	lo-kal
lokalis	lo-ka-lis
lokalisasi	lo-ka-li-sa-si
lokalisir	lo-ka-li-sir
lokalisme	lo-kal-is-me
lokalit	lo-ka-lit
lokalitas	lo-ka-li-tas
lokan	lo-kan
lokananta	lo-ka-nan-ta
lokap	lo-kap
lokapasar	lo-ka-pa-sar
lokasi	lo-ka-si
lokastiti	lo-kas-ti-ti
lokatif	lo-ka-tif
lokatikranta	lo-ka-ti-kran-ta
lokator	lo-ka-tor
lokatraya	lo-ka-tra-ya
lokawarta	lo-ka-war-ta
lokawigna	lo-ka-wig-na
lokawiruda	lo-ka-wi-ru-da
lokawisata	lo-ka-wi-sa-ta
lokcan	lok-can
lokcuan	lok-cu-an
lokek	lo-kek
loker	lo-ker
lokeswara	lo-kes-wa-ra
loket	lo-ket
loki	lo-ki
lokia	lo-ki-a
lokika	lo-ki-ka
lokio	lo-ki-o
lokiofobia	lo-ki-o-fo-bi-a
loklok	lok-lok
lokomobil	lo-ko-mo-bil
lokomotif	lo-ko-mo-tif
lokon	lo-kon
lokos	lo-kos
loksek	lok-sek
loksun	lok-sun
loktong	lok-tong
lokum	lo-kum
lokus	lo-kus
lokusi	lo-ku-si
lola	lo-la
lolak	lo-lak
lolama	lo-la-ma
loleng	lo-leng
lolipop	lo-li-pop
lolo	lo-lo
loloda	lo-lo-da
loloh	lo-loh
lolohan	lo-lo-han
lolong	lo-long
lolos	lo-los
lomba	lom-ba
lombar	lom-bar
lomblen	lom-blen
lombok	lom-bok
lombong	lom-bong
lomek	lo-mek
lomi	lo-mi
lomie	lo-mi-e
lomot	lo-mot
lompat	lom-pat
lompatan	lom-pat-an
lompayang	lom-pa-yang
lompo	lom-po
lompok	lom-pok
lompong	lom-pong
lomuli	lo-mu-li
lonan	lo-nan
loncat	lon-cat
loncatan	lon-cat-an
loncek	lon-cek
lonceng	lon-ceng
loncer	lon-cer
lonco	lon-co
loncong	lon-cong
loncos	lon-cos
londang	lon-dang
londo	lon-do
londok	lon-dok
londong	lon-dong
lone	lo-ne
loneng	lo-neng
longaklongok	lo-ngak-lo-ngok
longan	lo-ngan
longdres	long-dres
longgar	long-gar
longgo	long-go
longgok	long-gok
longgokan	long-gok-an
longgor	long-gor
longgum	long-gum
longit	lo-ngit
longitudinal	lo-ngi-tu-di-nal
longkah	long-kah
longkang	long-kang
longkap	long-kap
longmars	long-mars
longo	lo-ngo
longok	lo-ngok
longong	lo-ngong
longser	long-ser
longsor	long-sor
longsoran	long-sor-an
longsut	long-sut
longtorso	long-tor-so
lonjak	lon-jak
lonjakan	lon-jak-an
lonjong	lon-jong
lonjor	lon-jor
lonjoran	lon-jor-an
lonomia	lo-no-mi-a
lonsong	lon-song
lontai	lon-tai
lontanglanting	lon-tang-lan-ting
lontanglantung	lon-tang-lan-tung
lontar	lon-tar
lontara	lon-ta-ra
lontaran	lon-tar-an
lonte	lon-te
lonto	lon-to
lontok	lon-tok
lontong	lon-tong
lonyok	lo-nyok
lopaklapik	lo-pak-la-pik
lopaklopak	lo-pak-lo-pak
lopak	lo-pak
lopek	lo-pek
loper	lo-per
lopis	lo-pis
lopor	lo-por
lora	lo-ra
lorah	lo-rah
loran	lo-ran
lorantaseae	lo-ran-ta-se-a-e
lorat	lo-rat
lorber	lor-ber
lordosis	lor-do-sis
lore	lo-re
lorek	lo-rek
loreng	lo-reng
lori	lo-ri
lorjuk	lor-juk
lornyet	lor-nyet
lorong	lo-rong
lorot	lo-rot
losap	lo-sap
lose	lo-se
losiang	lo-si-ang
losin	lo-sin
losion	lo-si-on
losmen	los-men
loso	lo-so
losong	lo-song
loster	los-ter
lota	lo-ta
lotak	lo-tak
lotek	lo-tek
loteng	lo-teng
lotere	lo-te-re
loti	lo-ti
lotik	lo-tik
lotis	lo-tis
lotong	lo-tong
lotre	lot-re
lotus	lo-tus
lowong	lo-wong
lowongan	lo-wong-an
loya	lo-ya
loyak	lo-yak
loyal	lo-yal
loyalis	lo-ya-lis
loyalitas	lo-ya-li-tas
loyang	lo-yang
loyar	lo-yar
loyo	lo-yo
loyong	lo-yong
lozenge	lo-ze-nge
luah	lu-ah
luak	lu-ak
luang	lu-ang
luangan	lu-a-ngan
luap	lu-ap
luapan	lu-ap-an
luar	lu-ar
luaran	lu-ar-an
luas	lu-as
luasa	lu-a-sa
luasan	lu-as-an
luat	lu-at
luban	lu-ban
lubang	lu-bang
luber	lu-ber
luberan	lu-ber-an
lubu	lu-bu
lubuk	lu-buk
lubuklinggau	lu-buk-ling-gau
lubur	lu-bur
lucah	lu-cah
lucak	lu-cak
lucu	lu-cu
lucup	lu-cup
lucut	lu-cut
lucutan	lu-cut-an
ludah	lu-dah
ludat	lu-dat
ludes	lu-des
luding	lu-ding
ludlow	lud-low
ludo	lu-do
ludruk	lud-ruk
lues	lu-es
lugas	lu-gas
lugu	lu-gu
lugut	lu-gut
luhak	lu-hak
luhmahful	luh-mah-ful
luhung	lu-hung
luhur	lu-hur
luih	lu-ih
luik	lu-ik
luing	lu-ing
luka	lu-ka
lukah	lu-kah
lukas	lu-kas
lukat	lu-kat
lukeh	lu-keh
lukismelukis	lu-kis-me-lu-kis
lukis	lu-kis
lukisan	lu-kis-an
lukratif	luk-ra-tif
luku	lu-ku
lukut	lu-kut
lulai	lu-lai
luli	lu-li
lulub	lu-lub
luluh	lu-luh
luluhan	lu-luh-an
luluk	lu-luk
lulum	lu-lum
lulup	lu-lup
lulur	lu-lur
luluran	lu-lur-an
lulus	lu-lus
lulusan	lu-lus-an
lulut	lu-lut
luma	lu-ma
lumajang	lu-ma-jang
lumang	lu-mang
lumar	lu-mar
lumas	lu-mas
lumat	lu-mat
lumatan	lu-mat-an
lumayan	lu-ma-yan
lumbalumba	lum-ba-lum-ba
lumbago	lum-ba-go
lumbal	lum-bal
lumban	lum-ban
lumbar	lum-bar
lumbu	lum-bu
lumbung	lum-bung
lumen	lu-men
lumenggang	lu-meng-gang
lumer	lu-mer
lumilumi	lu-mi-lu-mi
luminair	lu-mi-na-ir
luminans	lu-mi-nans
luminesens	lu-mi-ne-sens
luminositas	lu-mi-no-si-tas
lumoli	lu-mo-li
lumpai	lum-pai
lumpang	lum-pang
lumpe	lum-pe
lumpektomi	lum-pek-to-mi
lumpia	lum-pi-a
lumping	lum-ping
lumpuh	lum-puh
lumpuk	lum-puk
lumpung	lum-pung
lumpur	lum-pur
lumrah	lum-rah
lumsum	lum-sum
lumuh	lu-muh
lumur	lu-mur
lumuran	lu-mur-an
lumus	lu-mus
lumut	lu-mut
lunak	lu-nak
lunar	lu-nar
lunas	lu-nas
lunasan	lu-nas-an
lunau	lu-nau
luncai	lun-cai
luncas	lun-cas
luncung	lun-cung
luncur	lun-cur
luncuran	lun-cur-an
lundang	lun-dang
lundaya	lun-da-ya
lundayeh	lun-da-yeh
lundi	lun-di
lundu	lun-du
luner	lu-ner
lunglungan	lung-lung-an
lunggi	lung-gi
lungguh	lung-guh
lungkah	lung-kah
lungkang	lung-kang
lungkum	lung-kum
lungkun	lung-kun
lunglai	lung-lai
lunglung	lung-lung
lungsar	lung-sar
lungse	lung-se
lungsin	lung-sin
lungsung	lung-sung
lungsungan	lung-sung-an
lungsur	lung-sur
lungsuran	lung-sur-an
lungun	lu-ngun
lunjur	lun-jur
lunta	lun-ta
luntam	lun-tam
luntanglantung	lun-tang-lan-tung
luntang	lun-tang
luntas	lun-tas
luntur	lun-tur
lunula	lu-nu-la
lunyah	lu-nyah
lunyai	lu-nyai
lupalupa	lu-pa-lu-pa
lupalupaan	lu-pa-lu-pa-an
lupa	lu-pa
lupat	lu-pat
lupi	lu-pi
lupis	lu-pis
lupuh	lu-puh
lupuk	lu-puk
lupus	lu-pus
luput	lu-put
lurah	lu-rah
lureks	lu-reks
lurik	lu-rik
luring	lu-ring
luru	lu-ru
lurub	lu-rub
luruban	lu-rub-an
luruh	lu-ruh
luruk	lu-ruk
lurus	lu-rus
lurut	lu-rut
lusa	lu-sa
lusiferin	lu-si-fe-rin
lusin	lu-sin
lusinan	lu-sin-an
luso	lu-so
lusoh	lu-soh
lustrum	lus-trum
lusuh	lu-suh
lutein	lu-te-in
lutetium	lu-te-ti-um
luti	lu-ti
lutrafobia	lut-ra-fo-bi-a
lutu	lu-tu
lutung	lu-tung
lutut	lu-tut
luwak	lu-wak
luweng	lu-weng
luwes	lu-wes
luwu	lu-wu
luyak	lu-yak
luyu	lu-yu
luyut	lu-yut
merantan	me-ran-tan
wan	-wan
mab	m-a-b-
mahk	m-a-hk-
mahum	m-a-hum-
maked	m-a-ked-
map	m-a-p-
mapd	m-a-pd-
mars	m-a-r-s-
masi	m-a-si-
madmkp	m-adm-k-p-
madmpemb	m-adm-pemb-
madmsda	m-adm-s-d-a-
mag	m-ag-
maj	m-aj-
mak	m-ak-
may	m-ay-
mdiv	m-div-
mei	m-e-i-
mesy	m-e-sy-
mepid	m-epid-
mfarm	m-farm-
mfarmklin	m-farm-klin-
mfili	m-fil-i-
mhi	m-h-i-
mhkes	m-h-kes-
mhum	m-hum-
mhut	m-hut-
mikom	m-i-kom-
mkk	m-k-k-
mkkk	m-k-k-k-
mkeb	m-keb-
mked	m-ked-
mkes	m-kes-
mkesja	m-kesja-
mkn	m-kn-
mkom	m-kom-
mkor	m-kor-
mma	m-m-a-
mmkes	m-m-kes-
mmpar	m-m-par-
mmpd	m-m-pd-
mmr	m-m-r-
mmsi	m-m-s-i-
mmt	m-m-t-
mpa	m-p-a-
mpfis	m-p-fis-
mpi	m-p-i-
mpkim	m-p-kim-
mpmat	m-p-mat-
mpdi	m-pd-i-
mpd	m-pd-
mpdked	m-pd-ked-
mpdsi	m-pd-si-
mpsi	m-psi-
mpsip	m-psi-p-
mpsit	m-psi-t-
msak	m-s-ak-
msi	m-s-i-
msm	m-s-m-
msimed	m-si-med-
msn	m-sn-
msosi	m-sos-i-
mstat	m-stat-
msy	m-sy-
mta	m-t-a-
mti	m-t-i-
mtp	m-t-p-
mthi	m-th-i-
mtr	m-tr-
mud	m-ud-
maab	ma-ab
maafmemaafkan	ma-af-me-ma-af-kan
maaf	ma-af
maanyak	ma-a-nyak
maanyan	ma-a-nyan
maba	ma-ba
mabad	ma-bad
mabal	ma-bal
mabar	ma-bar
mabau	ma-bau
mabbim	mab-bim
mabes	ma-bes
mabesad	ma-be-sad
mabesal	ma-be-sal
mabesau	ma-be-sau
mabims	ma-bims
mabir	ma-bir
mabna	mab-na
mabodong	ma-bo-dong
mabok	ma-bok
mabriuk	mab-ri-uk
mabrur	mab-rur
mabuh	ma-buh
mabukmabukan	ma-buk-ma-buk-an
mabuk	ma-buk
mabulmabul	ma-bul-ma-bul
mabul	ma-bul
mabung	ma-bung
macak	ma-cak
macammacam	ma-cam-ma-cam
macam	ma-cam
macanmacanan	ma-can-ma-can-an
macan	ma-can
macancan	ma-can-can
macang	ma-cang
macapat	ma-ca-pat
macat	ma-cat
mace	ma-ce
macet	ma-cet
macis	ma-cis
mada	ma-da
madagaskar	ma-da-gaskar
madah	ma-dah
madali	ma-da-li
madaliun	ma-da-li-un
madam	ma-dam
madang	ma-dang
madani	ma-da-ni
madaniah	ma-da-ni-ah
madar	ma-dar
madarat	ma-da-rat
madarsah	ma-dar-sah
madas	ma-das
madat	ma-dat
maddah	mad-dah
maden	ma-den
madewi	ma-de-wi
madi	ma-di
madia	ma-di-a
madihin	ma-di-hin
madik	ma-dik
madinah	ma-di-nah
madinatulrasul	ma-di-na-tul-ra-sul
madinding	ma-din-ding
mading	ma-ding
madiun	ma-di-un
madmadah	mad-ma-dah
mado	ma-do
madojabine	ma-do-ja-bi-ne
madona	ma-do-na
madras	mad-ras
madrasah	mad-ra-sah
madu	ma-du
maduara	ma-du-a-ra
madukara	ma-du-ka-ra
madumangsa	ma-du-mang-sa
madura	ma-du-ra
maduratna	ma-du-rat-na
madya	mad-ya
maem	ma-em
maengket	ma-eng-ket
maesan	mae-san
maesenas	mae-se-nas
maestro	ma-es-tro
mafei	ma-fei
mafela	ma-fe-la
mafhum	maf-hum
mafia	ma-fi-a
mafik	ma-fik
mafioso	ma-fi-o-so
mafrusat	maf-ru-sat
mafsadah	maf-sa-dah
mafsadat	maf-sa-dat
mafur	ma-fur
maga	ma-ga
magainin	ma-gai-nin
magalah	ma-ga-lah
magana	ma-ga-na
magandi	ma-gan-di
magang	ma-gang
magasin	ma-ga-sin
magasira	ma-ga-si-ra
mageirokofobia	ma-ge-i-ro-ko-fo-bi-a
magel	ma-gel
magelang	ma-ge-lang
magenta	ma-gen-ta
magepmagep	ma-gep-ma-gep
mager	ma-ger
magersari	ma-ger-sa-ri
magetan	ma-ge-tan
magfirah	mag-fi-rah
magfirat	mag-fi-rat
magha	ma-gha
maghrib	magh-rib
magi	ma-gi
magik	ma-gik
magis	ma-gis
magister	ma-gis-ter
magistrat	ma-gis-trat
maglub	mag-lub
magma	mag-ma
magnesia	mag-ne-si-a
magnesium	mag-ne-si-um
magnesol	mag-ne-sol
magnet	mag-net
magnetik	mag-ne-tik
magnetika	mag-ne-ti-ka
magnetis	mag-ne-tis
magnetisme	mag-net-is-me
magnetit	mag-ne-tit
magnetoelastisitas	mag-ne-to-e-las-ti-si-tas
magnetoelektrodinamika	mag-ne-to-e-lek-tro-di-na-mi-ka
magnetoelektrositas	mag-ne-to-e-lek-tro-si-tas
magnetofon	mag-ne-to-fon
magnetograf	mag-ne-to-graf
magnetohambatan	mag-ne-to-ham-ba-tan
magnetoketerhantaran	mag-ne-to-ke-ter-han-ta-ran
magnetokimia	mag-ne-to-ki-mi-a
magnetolentingan	mag-ne-to-len-ting-an
magnetometer	mag-ne-to-me-ter
magneton	mag-ne-ton
magnetor	mag-ne-tor
magnetosfer	mag-ne-tos-fer
magnetostatika	mag-ne-to-sta-ti-ka
magnetostriksi	mag-ne-to-strik-si
magnifier	mag-ni-fi-er
magnifikasi	mag-ni-fi-ka-si
magnifiken	mag-ni-fi-ken
magnitudo	mag-ni-tu-do
magnum	mag-num
magobi	ma-go-bi
magori	ma-go-ri
magrib	mag-rib
magribi	mag-ri-bi
magrur	mag-rur
magun	ma-gun
maha	maha-
mahabah	ma-ha-bah
mahaberat	ma-ha-be-rat
mahabharata	ma-ha-bha-ra-ta
mahabintang	ma-ha-bin-tang
mahadata	ma-ha-da-ta
mahadewa	ma-ha-de-wa
mahadewi	ma-ha-de-wi
mahaduta	ma-ha-du-ta
mahaguru	ma-ha-gu-ru
mahah	ma-hah
mahajana	ma-ha-ja-na
mahakala	ma-ha-ka-la
mahakarya	ma-ha-kar-ya
mahakuasa	ma-ha-ku-a-sa
mahakudus	ma-ha-ku-dus
mahal	ma-hal
mahaligai	ma-ha-li-gai
mahaluas	ma-ha-lu-as
mahamen	ma-ha-men
mahamenteri	ma-ha-men-te-ri
mahang	ma-hang
mahaparana	ma-ha-pa-ra-na
mahapatih	ma-ha-pa-tih
mahar	ma-har
maharaja	ma-ha-ra-ja
maharajalela	ma-ha-ra-ja-le-la
maharana	ma-ha-ra-na
maharani	ma-ha-ra-ni
maharatu	ma-ha-ra-tu
mahardika	ma-har-di-ka
maharesi	ma-ha-re-si
maharo	ma-ha-ro
maharupa	ma-ha-ru-pa
mahasantri	ma-ha-san-tri
mahasiswa	ma-ha-sis-wa
mahasiswi	ma-ha-sis-wi
mahatma	ma-hat-ma
mahatur	ma-ha-tur
mahayana	ma-ha-ya-na
mahbub	mah-bub
mahbubah	mah-bu-bah
mahbubat	mah-bu-bat
mahda	mah-da
mahdi	mah-di
mahe	ma-he
maherat	ma-he-rat
mahesa	ma-he-sa
maheswara	ma-hes-wa-ra
mahful	mah-ful
mahfuz	mah-fuz
mahimahi	ma-hi-ma-hi
mahia	ma-hi-a
mahir	ma-hir
mahisa	ma-hi-sa
mahkamah	mah-ka-mah
mahkota	mah-ko-ta
mahligai	mah-li-gai
mahluk	mah-luk
mahmil	mah-mil
mahmilgung	mah-mil-gung
mahmilti	mah-mil-ti
mahmilub	mah-mi-lub
mahmud	mah-mud
mahoni	ma-ho-ni
mahraj	mah-raj
mahram	mah-ram
mahrib	mah-rib
mahsar	mah-sar
mahsul	mah-sul
mahsyar	mah-syar
mahsyur	mah-syur
mahu	ma-hu
mahwu	mah-wu
mahyong	mah-yong
mahzurat	mah-zu-rat
maibrat	ma-i-brat
maido	ma-i-do
maiesiofili	mai-e-si-o-fi-li
maiesiofilia	ma-i-e-si-o-fi-li-a
mailot	ma-i-lot
maimun	ma-i-mun
mainmain	ma-in-ma-in
mainmainan	ma-in-ma-in-an
main	ma-in
mainan	ma-in-an
mair	ma-ir
mairasi	ma-i-ra-si
mairat	ma-i-rat
maisir	mai-sir
mait	ma-it
maiwa	ma-i-wa
maizena	mai-ze-na
majamuju	ma-ja-mu-ju
maja	ma-ja
majakan	ma-ja-kan
majakane	ma-ja-ka-ne
majakaya	ma-ja-ka-ya
majakeling	ma-ja-ke-ling
majal	ma-jal
majalah	ma-ja-lah
majalengka	ma-ja-leng-ka
majang	ma-jang
majapahit	ma-ja-pa-hit
majas	ma-jas
majasi	ma-ja-si
majati	ma-ja-ti
majedub	ma-je-dub
majelis	ma-je-lis
majemuk	ma-je-muk
majene	ma-je-ne
majenun	ma-je-nun
majer	ma-jer
maji	ma-ji
majik	ma-jik
majikan	ma-ji-kan
majilis	ma-ji-lis
majir	ma-jir
majizat	ma-ji-zat
majlis	maj-lis
majong	ma-jong
maju	ma-ju
majuh	ma-juh
majuj	ma-juj
majun	ma-jun
majung	ma-jung
majusi	ma-ju-si
maka	ma-ka
makadam	ma-ka-dam
makadasang	ma-ka-da-sang
makadok	ma-ka-dok
makalah	ma-ka-lah
makalangkang	ma-ka-lang-kang
makam	ma-kam
makanmakan	ma-kan-ma-kan
makanmakanan	ma-kan-ma-kan-an
makan	ma-kan
makanan	ma-kan-an
makantah	ma-kan-tah
makantuh	ma-kan-tuh
makanya	ma-ka-nya
makao	ma-ka-o
makaopo	ma-ka-o-po
makar	ma-kar
makara	ma-ka-ra
makaron	ma-ka-ron
makaroni	ma-ka-ro-ni
makarun	ma-ka-run
makas	ma-kas
makasar	ma-ka-sar
makasih	ma-ka-sih
makassar	ma-kas-sar
makbud	mak-bud
makbul	mak-bul
makcik	mak-cik
makcomblang	mak-com-blang
makda	mak-da
makdan	mak-dan
makelar	ma-ke-lar
makena	ma-ke-na
makerel	ma-ke-rel
maket	ma-ket
makhdum	makh-dum
makhluk	makh-luk
makhraj	makh-raj
makimakian	ma-ki-ma-ki-an
maki	ma-ki
makian	ma-ki-an
makiato	ma-ki-a-to
makin	ma-kin
making	ma-king
makiyah	ma-ki-yah
makkah	mak-kah
maklaf	mak-laf
maklum	mak-lum
maklumat	mak-lu-mat
maklun	mak-lun
makmal	mak-mal
makmum	mak-mum
makmur	mak-mur
makna	mak-na
maknawi	mak-na-wi
maknyus	mak-nyus
mako	ma-ko
makodal	ma-ko-dal
makodam	ma-ko-dam
makodau	ma-ko-dau
makodim	ma-ko-dim
makota	ma-ko-ta
makrab	mak-rab
makramat	mak-ra-mat
makrame	mak-ra-me
makrifah	mak-ri-fah
makrifat	mak-ri-fat
makrifatullah	mak-ri-fa-tul-lah
makro	mak-ro-
makroangiopati	mak-ro-a-ngi-o-pa-ti
makrobiotik	mak-ro-bi-o-tik
makroekonomi	mak-ro-e-ko-no-mi
makrofag	mak-ro-fag
makrofauna	mak-ro-fa-u-na
makrofil	mak-ro-fil
makrofita	mak-ro-fi-ta
makrofosil	mak-ro-fo-sil
makrofotografi	mak-ro-fo-to-gra-fi
makroftalmus	mak-rof-tal-mus
makrogametosit	mak-ro-ga-me-to-sit
makroglosia	mak-ro-glo-si-a
makrohara	mak-ro-ha-ra
makrohistori	mak-ro-his-to-ri
makrokeadaan	mak-ro-ke-a-da-an
makrokimia	mak-ro-ki-mi-a
makrokosmos	mak-ro-kos-mos
makrokriminologi	mak-ro-kri-mi-no-lo-gi
makrolida	mak-ro-li-da
makrolinguistik	mak-ro-li-ngu-is-tik
makromania	mak-ro-ma-ni-a
makromelia	mak-ro-me-li-a
makrometeorologi	mak-ro-me-te-o-ro-lo-gi
makromolekul	mak-ro-mo-le-kul
makroni	mak-ro-ni
makronutrien	ma-kro-nu-tri-en
makrosefali	mak-ro-se-fa-li
makrosefalik	mak-ro-se-fa-lik
makrosiklus	mak-ro-sik-lus
makroskopis	mak-ro-sko-pis
makrosmatik	mak-ros-ma-tik
makrosomia	mak-ro-so-mi-a
makrososiologi	mak-ro-so-si-o-lo-gi
makrospora	mak-ro-spo-ra
makrosporangium	mak-ro-spo-ra-ngi-um
makrosporofil	mak-ro-spo-ro-fil
makroxenoglosofobia	mak-ro-xe-no-glo-so-fo-bi-a
makruf	mak-ruf
makruh	mak-ruh
maksi	mak-si
maksiat	mak-si-at
maksila	mak-si-la
maksilaris	mak-si-la-ris
maksiler	mak-si-ler
maksim	mak-sim
maksimal	mak-si-mal
maksimum	mak-si-mum
maksomania	mak-so-ma-ni-a
maksud	mak-sud
maksum	mak-sum
maksuman	mak-su-man
maksurah	mak-su-rah
maktab	mak-tab
maktal	mak-tal
maktub	mak-tub
makua	ma-kua
makul	ma-kul
makula	ma-ku-la
makular	ma-ku-lar
makulat	ma-ku-lat
makurung	ma-ku-rung
makyong	mak-yong
makyung	mak-yung
makzul	mak-zul
mala	ma-la-
malaadministrasi	ma-la-ad-mi-nis-tra-si
malabau	ma-la-bau
malabsorpsi	mal-ab-sorp-si
malabu	ma-la-bu
maladewa	ma-la-de-wa
maladewata	ma-la-de-wa-ta
maladistribusi	ma-la-dis-tri-bu-si
maladministratif	mal-ad-mi-nis-tra-tif
malafide	ma-la-fi-de
malafungsi	ma-la-fung-si
malagandang	ma-la-gan-dang
malagasi	ma-la-ga-si
malagizi	ma-la-gi-zi
malah	ma-lah
malahan	ma-lah-an
malaimalai	ma-lai-malai
malai	ma-lai
malaik	ma-la-ik
rakib	ra-kib
malaikat	ma-lai-kat
ridwan	rid-wan
malaikatulmaut	ma-la-i-ka-tul-ma-ut
malaise	ma-lai-se
malak	ma-lak
malaka	ma-la-ka
malakat	ma-la-kat
malakit	ma-la-kit
malakofili	ma-la-ko-fi-li
malakologi	ma-la-ko-lo-gi
malaksasi	ma-lak-sa-si
malakulmaut	ma-la-kul-ma-ut
malakut	ma-la-kut
malammalam	ma-lam-ma-lam
malam	ma-lam
malan	ma-lan
malandau	ma-lan-dau
malang	ma-lang
malangbang	ma-lang-bang
malangge	ma-lang-ge
malangkamo	ma-lang-ka-mo
malanutrisi	ma-la-nut-ri-si
malap	ma-lap
malapari	ma-la-pa-ri
malapetaka	ma-la-pe-ta-ka
malaposisi	ma-la-po-si-si
malapraktik	ma-la-prak-tik
malapresentasi	ma-la-pre-sen-ta-si
malarmalar	ma-lar-ma-lar
malar	ma-lar
malaran	ma-lar-an
malaria	ma-la-ri-a
malasmalasan	ma-las-ma-las-an
malas	ma-las
malasia	ma-la-si-a
malasuai	ma-la-su-ai
malat	ma-lat
malatindak	ma-la-tin-dak
malau	ma-lau
malaun	ma-la-un
malawading	ma-la-wa-ding
malawi	ma-la-wi
malaysia	ma-lay-si-a
malbi	mal-bi
malbiosa	mal-bi-o-sa
male	ma-le
maleman	ma-lem-an
maleo	ma-le-o
maleolus	ma-le-o-lus
malesia	ma-le-si-a
malfungsi	mal-fung-si
malimali	ma-li-ma-li
mali	ma-li
maligai	ma-li-gai
maligi	ma-li-gi
malih	ma-lih
malik	ma-lik
malika	ma-li-ka
maliki	ma-li-ki
malikuljabar	ma-li-kul-ja-bar
malikulmuluk	ma-li-kul-mu-luk
malim	ma-lim
malimpung	ma-lim-pung
malin	ma-lin
malinau	ma-li-nau
maling	ma-ling
malingering	ma-li-nge-ring
malis	ma-lis
malisol	ma-li-sol
maljum	mal-jum
malka	mal-ka
malming	mal-ming
malnutrisi	mal-nut-ri-si
maloh	ma-loh
maloklusi	mal-ok-lu-si
malpraktek	mal-prak-tek
malpraktik	mal-prak-tik
malta	mal-ta
maltase	mal-ta-se
maltitol	mal-ti-tol
maltosa	mal-to-sa
malumalu	ma-lu-ma-lu
malu	ma-lu
maluku	ma-lu-ku
malun	mal-un
malung	ma-lung
mama	ma-ma
mamah	ma-mah
mamahan	ma-mah-an
mamai	ma-mai
mamak	ma-mak
mamalia	ma-ma-li-a
maman	ma-man
mamanah	ma-ma-nah
mamanda	ma-man-da
mamandapan	ma-man-dap-an
mamang	ma-mang
mamano	ma-ma-no
mamar	ma-mar
mamasa	ma-ma-sa
mamat	ma-mat
mamata	ma-ma-ta
mamayu	ma-ma-yu
mambae	mam-ba-e
mambai	mam-bai
mambang	mam-bang
mambek	mam-bek
mambi	mam-bi
mambo	mam-bo
mamboro	mam-bo-ro
mamboru	mam-bo-ru
mambruk	mam-bruk
mambu	mam-bu
mambung	mam-bung
mamduhah	mam-du-hah
mamektomi	ma-mek-to-mi
mami	ma-mi
mamik	ma-mik
mamlakat	mam-la-kat
mamlakiah	mam-la-ki-ah
mamodali	ma-mo-da-li
mamografi	ma-mo-gra-fi
mamongka	ma-mong-ka
mampai	mam-pai
mampat	mam-pat
mampet	mam-pet
mampir	mam-pir
mampis	mam-pis
mampu	mam-pu
mampung	mam-pung
mampus	mam-pus
mamudju	ma-mud-ju
mamuju	ma-mu-ju
mamut	ma-mut
manamana	ma-na-ma-na
mana	ma-na
manado	ma-na-do
managemen	ma-na-ge-men
manager	ma-na-ger
manah	ma-nah
manai	ma-nai
manajemen	ma-na-je-men
manajer	ma-na-jer
manajerial	ma-na-je-ri-al
manakala	ma-na-ka-la
manakan	ma-na-kan
manakib	ma-na-kib
manalagi	ma-na-la-gi
manana	ma-na-na
manasai	ma-na-sai
manasik	ma-na-sik
manasongo	ma-na-so-ngo
manasuka	ma-na-su-ka
manat	ma-nat
manau	ma-nau
manbae	man-ba-e
manca	man-ca-
mancadaya	man-ca-da-ya
mancakrida	man-ca-kri-da
mancanegara	man-ca-ne-ga-ra
mancawarna	man-ca-war-na
manci	man-ci
mancis	man-cis
mancit	man-cit
mancung	man-cung
mancur	man-cur
manda	man-da
mandah	man-dah
mandai	man-dai
mandailing	man-da-i-ling
mandala	man-da-la
mandalika	man-da-li-ka
mandam	man-dam
mandar	man-dar
mandarin	man-da-rin
mandarsah	man-dar-sah
mandat	man-dat
mandataris	man-da-ta-ris
mandau	man-dau
mandeh	man-deh
mandek	man-dek
mander	man-der
mandi	man-di
mandiang	man-di-ang
mandibula	man-di-bu-la
mandil	man-dil
mandir	man-dir
mandiri	man-di-ri
mando	man-do
mandobo	man-do-bo
mandolin	man-do-lin
mandor	man-dor
mandraguna	man-dra-gu-na
mandril	man-dril
mandrin	man-drin
mandu	man-du
mandul	man-dul
mandulika	man-du-li-ka
mandung	man-dung
mandur	man-dur
manee	ma-nee
maneken	ma-ne-ken
manekin	ma-ne-kin
manem	ma-nem
manerisme	ma-ne-ris-me
manfaat	man-fa-at
manga	man-ga
mangaka	ma-nga-ka
mangan	ma-ngan
mangap	ma-ngap
